h;f_backward;f_central;f_forward;d_backward;d_central;d_forward;f_s;d_s;
0.1984;0.018101519;0.000579602;0.016942346;0.018101452;0.00057958;0.016942292;0.018506068;0.01850644; 
0.1982;0.018082684;0.00057841;0.016925865;0.018082651;0.000578413;0.016925825;0.01848692;0.018486853; 
0.198;0.018063819;0.000577247;0.016909355;0.01806385;0.000577247;0.016909357;0.01846801;0.018467269; 
0.1978;0.018044925;0.000575906;0.016893113;0.018045051;0.000576082;0.016892888;0.018449354;0.018447686; 
0.1976;0.018026298;0.000574923;0.016876483;0.018026252;0.000574918;0.016876417;0.018429431;0.018428105; 
0.1974;0.018007642;0.00057388;0.016859883;0.018007455;0.000573755;0.016859945;0.018408197;0.018408525; 
0.1972;0.017988926;0.000572836;0.016843223;0.017988659;0.000572594;0.016843472;0.018385682;0.018388948; 
0.197;0.017969853;0.000571346;0.01682716;0.017969864;0.000571433;0.016826997;0.018369544;0.018369372; 
0.1968;0.017951077;0.000570303;0.016810441;0.01795107;0.000570274;0.016810522;0.01834904;0.018349798; 
0.1966;0.017932242;0.000569141;0.01679396;0.017932277;0.000569116;0.016794045;0.018330368;0.018330226; 
0.1964;0.017913377;0.0005678;0.016777778;0.017913485;0.000567959;0.016777566;0.018311891;0.018310655; 
0.1962;0.017894781;0.000566757;0.016761267;0.017894695;0.000566804;0.016761087;0.018292147;0.018291087; 
0.196;0.017875826;0.000565565;0.016744727;0.017875905;0.000565649;0.016744606;0.018272641;0.01827152; 
0.1958;0.01785717;0.000564522;0.016728127;0.017857116;0.000564496;0.016728124;0.018251869;0.018251955; 
0.1956;0.017838156;0.000563181;0.016711825;0.017838329;0.000563344;0.016711641;0.018232855;0.018232391; 
0.1954;0.017819411;0.000562108;0.016695166;0.017819543;0.000562193;0.016695156;0.018212545;0.01821283; 
0.1952;0.017800903;0.000561214;0.016678476;0.017800757;0.000561044;0.01667867;0.018192503;0.01819327; 
0.195;0.01778177;0.000559694;0.016662383;0.017781973;0.000559895;0.016662183;0.018175814;0.018173712; 
0.1948;0.017763233;0.0005588;0.016645604;0.01776319;0.000558748;0.016645695;0.018153149;0.018154156; 
0.1946;0.017744309;0.000557608;0.016629124;0.017744408;0.000557601;0.016629205;0.018133852;0.018134602; 
0.1944;0.017725682;0.000556535;0.016612613;0.017725627;0.000556456;0.016612714;0.018114808;0.018115049; 
0.1942;0.017706668;0.000555164;0.016596371;0.017706847;0.000555313;0.016596222;0.018096033;0.018095498; 
0.194;0.017687982;0.000554121;0.016579771;0.017688069;0.00055417;0.016579729;0.018075931;0.018075949; 
0.1938;0.017669237;0.000553048;0.016563141;0.017669291;0.000553028;0.016563234;0.018056068;0.018056402; 
0.1936;0.017650431;0.000551796;0.01654681;0.017650514;0.000551888;0.016546738;0.018038067;0.018036857; 
0.1934;0.017631596;0.000550574;0.016530448;0.017631739;0.000550749;0.016530241;0.018018726;0.018017313; 
0.1932;0.017613059;0.00054968;0.016513699;0.017612965;0.000549611;0.016513743;0.017998087;0.017997771; 
0.193;0.017594135;0.000548428;0.016497248;0.017594191;0.000548474;0.016497243;0.017979267;0.017978231; 
0.1928;0.017575479;0.000547356;0.016480768;0.017575419;0.000547339;0.016480742;0.017957512;0.017958693; 
0.1926;0.017556495;0.000546104;0.016464257;0.017556648;0.000546204;0.01646424;0.017939198;0.017939157; 
0.1924;0.017537779;0.000545031;0.016447717;0.017537878;0.000545071;0.016447736;0.017919573;0.017919622; 
0.1922;0.017519033;0.000543809;0.016431415;0.017519109;0.000543939;0.016431232;0.017901826;0.017900089; 
0.192;0.017500228;0.000542706;0.016414815;0.017500341;0.000542808;0.016414726;0.017881098;0.017880558; 
0.1918;0.017481691;0.000541782;0.016398156;0.017481574;0.000541678;0.016398218;0.017860624;0.017861029; 
0.1916;0.017462826;0.000540531;0.016381794;0.017462809;0.00054055;0.01638171;0.017842042;0.017841501; 
0.1914;0.017443931;0.000539279;0.016365343;0.017444044;0.000539422;0.0163652;0.017822135;0.017821976; 
0.1912;0.017425275;0.000538355;0.016348594;0.017425281;0.000538296;0.016348689;0.017800826;0.017802452; 
0.191;0.017406589;0.000537223;0.016332114;0.017406518;0.000537171;0.016332177;0.017783049;0.01778293; 
0.1908;0.017387873;0.00053612;0.016315603;0.017387757;0.000536047;0.016315663;0.017763916;0.017763409; 
0.1906;0.0173688;0.000534719;0.016299391;0.017368997;0.000534924;0.016299148;0.017745036;0.017743891; 
0.1904;0.017350322;0.000533766;0.016282791;0.017350238;0.000533803;0.016282632;0.017726469;0.017724374; 
0.1902;0.017331487;0.000532663;0.016266161;0.01733148;0.000532682;0.016266115;0.017706487;0.017704859; 
0.19;0.01731292;0.000531709;0.016249502;0.017312723;0.000531563;0.016249596;0.017685133;0.017685346; 
0.1898;0.017293996;0.000530428;0.01623314;0.017293967;0.000530445;0.016233076;0.017665687;0.017665834; 
0.1896;0.017275369;0.000529474;0.016216391;0.017275212;0.000529329;0.016216555;0.017644885;0.017646325; 
0.1894;0.017256683;0.000528371;0.01619997;0.017256459;0.000528213;0.016200033;0.017627659;0.017626817; 
0.1892;0.01723764;0.00052709;0.016183489;0.017237706;0.000527098;0.016183509;0.017605695;0.017607311; 
0.189;0.017218894;0.000525957;0.016166979;0.017218955;0.000525985;0.016166984;0.017587337;0.017587807; 
0.1888;0.017200416;0.000525004;0.016150409;0.017200204;0.000524873;0.016150458;0.017567638;0.017568305; 
0.1886;0.017181581;0.000523871;0.016133839;0.017181455;0.000523762;0.016133931;0.017548177;0.017548804; 
0.1884;0.017162687;0.00052259;0.016117537;0.017162707;0.000522652;0.016117402;0.017528969;0.017529305; 
0.1882;0.01714406;0.000521606;0.016100877;0.01714396;0.000521544;0.016100872;0.017510074;0.017509808; 
0.188;0.017125434;0.000520623;0.016084188;0.017125214;0.000520436;0.016084341;0.017489749;0.017490313; 
0.1878;0.01710645;0.000519192;0.016068065;0.017106469;0.00051933;0.016067809;0.01747312;0.01747082; 
0.1876;0.017087704;0.000518209;0.016051316;0.017087725;0.000518225;0.016051275;0.017451647;0.017451328; 
0.1874;0.017068958;0.000517047;0.016034835;0.017068982;0.000517121;0.01603474;0.01743387;0.017431838; 
0.1872;0.017050451;0.000516212;0.016018027;0.017050241;0.000516018;0.016018204;0.017411265;0.01741235; 
0.187;0.017031318;0.000514782;0.016001755;0.0170315;0.000514917;0.016001666;0.017392355;0.017392864; 
0.1868;0.017012751;0.000513768;0.015985185;0.017012761;0.000513817;0.015985127;0.017373729;0.01737338; 
0.1866;0.016994125;0.000512785;0.015968585;0.016994022;0.000512717;0.015968587;0.017353642;0.017353897; 
0.1864;0.01697517;0.000511474;0.015952253;0.016975285;0.000511619;0.015952046;0.017335582;0.017334416; 
0.1862;0.016956484;0.00051046;0.015935564;0.016956549;0.000510523;0.015935504;0.017314363;0.017314937; 
0.186;0.016937769;0.000509477;0.015918815;0.016937814;0.000509427;0.01591896;0.017293441;0.01729546; 
0.1858;0.016919321;0.000508463;0.015902364;0.01691908;0.000508332;0.015902415;0.01727623;0.017275985; 
0.1856;0.016900188;0.000507152;0.015885913;0.016900347;0.000507239;0.015885869;0.017255876;0.017256511; 
0.1854;0.016881651;0.000506139;0.015869403;0.016881615;0.000506147;0.015869321;0.017237502;0.017237039; 
0.1852;0.016862786;0.000504977;0.015852833;0.016862884;0.000505056;0.015852772;0.017219472;0.017217569; 
0.185;0.016844189;0.000503963;0.015836233;0.016844155;0.000503966;0.015836222;0.017198223;0.017198101; 
0.1848;0.016825533;0.00050295;0.015819633;0.016825426;0.000502878;0.015819671;0.017177242;0.017178635; 
0.1846;0.016806847;0.000501758;0.015803301;0.016806699;0.00050179;0.015803118;0.017161819;0.01715917; 
0.1844;0.016788131;0.000500774;0.015786582;0.016787972;0.000500704;0.015786565;0.017141435;0.017139707; 
0.1842;0.016769028;0.000499433;0.015770191;0.016769247;0.000499619;0.015770009;0.017121348;0.017120246; 
0.184;0.01675055;0.000498569;0.015753412;0.016750523;0.000498535;0.015753453;0.017099771;0.017100787; 
0.1838;0.016731685;0.000497377;0.015736961;0.0167318;0.000497452;0.015736896;0.017082009;0.01708133; 
0.1836;0.016713119;0.000496483;0.015720123;0.016713078;0.000496371;0.015720337;0.017061013;0.017061874; 
0.1834;0.016694194;0.000495172;0.015703881;0.016694357;0.00049529;0.015703777;0.017042103;0.017042421; 
0.1832;0.016675568;0.000494129;0.015687281;0.016675637;0.000494211;0.015687215;0.017023462;0.017022969; 
0.183;0.016656852;0.000493085;0.015670681;0.016656919;0.000493133;0.015670653;0.017005134;0.017003518; 
0.1828;0.016638464;0.000492221;0.015654021;0.016638201;0.000492056;0.015654089;0.016983542;0.01698407; 
0.1826;0.01661939;0.00049088;0.01563763;0.016619485;0.000490981;0.015637524;0.016965824;0.016964624; 
0.1824;0.016600883;0.000489986;0.015620911;0.016600769;0.000489906;0.015620957;0.016944799;0.016945179; 
0.1822;0.016582018;0.000488764;0.01560449;0.016582055;0.000488833;0.015604389;0.016927677;0.016925736; 
0.182;0.016563124;0.000487572;0.015588009;0.016563342;0.000487761;0.015587821;0.016907263;0.016906295; 
0.1818;0.016544527;0.000486678;0.015571171;0.01654463;0.00048669;0.01557125;0.016885328;0.016886855; 
0.1816;0.0165259;0.000485635;0.015554601;0.016525919;0.00048562;0.015554679;0.016867328;0.016867418; 
0.1814;0.016507185;0.000484592;0.015538031;0.016507209;0.000484551;0.015538106;0.016846004;0.016847982; 
0.1812;0.016488469;0.00048337;0.015521729;0.0164885;0.000483484;0.015521532;0.016830418;0.016828548; 
0.181;0.016469693;0.000482297;0.015505069;0.016469792;0.000482418;0.015504957;0.016809675;0.016809116; 
0.1808;0.016451216;0.000481433;0.01548835;0.016451086;0.000481352;0.015488381;0.016791123;0.016789686; 
0.1806;0.016432351;0.000480211;0.015471959;0.01643238;0.000480289;0.015471803;0.016770992;0.016770257; 
0.1804;0.016413784;0.000479287;0.01545521;0.016413676;0.000479226;0.015455224;0.016749325;0.016750831; 
0.1802;0.01639486;0.000478065;0.015438729;0.016394972;0.000478164;0.015438644;0.016731653;0.016731406; 
0.18;0.016376561;0.00047735;0.015421861;0.01637627;0.000477104;0.015422062;0.016708794;0.016711983; 
0.1798;0.016357517;0.000475949;0.015405649;0.016357569;0.000476045;0.01540548;0.016693595;0.016692562; 
0.1796;0.016338772;0.000474846;0.015389079;0.016338869;0.000474987;0.015388896;0.016675013;0.016673142; 
0.1794;0.016320324;0.000474101;0.015372121;0.01632017;0.00047393;0.015372311;0.016653034;0.016653725; 
0.1792;0.016301519;0.00047285;0.01535579;0.016301472;0.000472874;0.015355724;0.016635093;0.016634309; 
0.179;0.016282684;0.000471807;0.01533907;0.016282775;0.000471819;0.015339136;0.016613755;0.016614895; 
0.1788;0.016264117;0.000470704;0.015322679;0.01626408;0.000470766;0.015322547;0.016596425;0.016595483; 
0.1786;0.01624549;0.00046978;0.01530593;0.016245385;0.000469714;0.015305957;0.016575682;0.016576072; 
0.1784;0.016226506;0.000468528;0.01528945;0.016226692;0.000468663;0.015289366;0.016557145;0.016556664; 
0.1782;0.016208178;0.000467634;0.015272909;0.016207999;0.000467613;0.015272773;0.016538936;0.016537257; 
0.178;0.016189432;0.00046671;0.015256041;0.016189308;0.000466565;0.015256179;0.016517255;0.016517852; 
0.1778;0.016170657;0.000465429;0.015239799;0.016170618;0.000465517;0.015239584;0.016499671;0.016498449; 
0.1776;0.016151822;0.000464326;0.015223169;0.016151929;0.000464471;0.015222987;0.016480508;0.016479048; 
0.1774;0.016133285;0.000463402;0.01520651;0.016133241;0.000463426;0.015206389;0.016461673;0.016459648; 
0.1772;0.016114748;0.000462478;0.015189791;0.016114554;0.000462382;0.01518979;0.016441289;0.01644025; 
0.177;0.016095793;0.000461197;0.015173399;0.016095868;0.000461339;0.01517319;0.016421202;0.016420854; 
0.1768;0.016077137;0.000460243;0.015156621;0.016077183;0.000460297;0.015156588;0.016401428;0.01640146; 
0.1766;0.016058451;0.000459319;0.015139812;0.0160585;0.000459257;0.015139986;0.01638006;0.016382068; 
0.1764;0.016039735;0.000458068;0.015123629;0.016039817;0.000458218;0.015123382;0.016364786;0.016362678; 
0.1762;0.01602096;0.000457114;0.015106732;0.016021136;0.00045718;0.015106776;0.016342151;0.016343289; 
0.176;0.016002452;0.00045616;0.015090161;0.016002456;0.000456143;0.01509017;0.016323674;0.016323902; 
0.1758;0.015983945;0.000455207;0.015073532;0.015983776;0.000455107;0.015073562;0.016305524;0.016304517; 
0.1756;0.015965051;0.000453925;0.0150572;0.015965098;0.000454073;0.015056953;0.016285795;0.016285134; 
0.1754;0.015946424;0.000452972;0.015040511;0.015946421;0.000453039;0.015040343;0.016266379;0.016265753; 
0.1752;0.015927768;0.000452018;0.015023762;0.015927745;0.000452007;0.015023731;0.01624729;0.016246373; 
0.175;0.015909082;0.000451034;0.015006983;0.015909071;0.000450976;0.015007118;0.016226593;0.016226996; 
0.1748;0.015890336;0.000449902;0.014990532;0.015890397;0.000449946;0.014990504;0.016206208;0.01620762; 
0.1746;0.01587159;0.000448799;0.014973992;0.015871724;0.000448918;0.014973889;0.0161901;0.016188246; 
0.1744;0.015853083;0.000447995;0.014957094;0.015853053;0.00044789;0.014957272;0.016168433;0.016168873; 
0.1742;0.015834576;0.000447011;0.014940524;0.015834382;0.000446864;0.014940655;0.01614708;0.016149503; 
0.174;0.015815652;0.0004457;0.014924252;0.015815713;0.000445839;0.014924035;0.01613197;0.016130134; 
0.1738;0.015797055;0.000444746;0.014907563;0.015797045;0.000444815;0.014907415;0.016113284;0.016110767; 
0.1736;0.015778399;0.000443763;0.014890873;0.015778378;0.000443792;0.014890794;0.016092959;0.016091402; 
0.1734;0.015759713;0.000442779;0.014874124;0.015759712;0.000442771;0.014874171;0.01607095;0.016072039; 
0.1732;0.015740967;0.000441647;0.014857703;0.015741047;0.00044175;0.014857547;0.016053277;0.016052678; 
0.173;0.015722519;0.000440812;0.014840895;0.015722383;0.000440731;0.014840921;0.016033936;0.016033318; 
0.1728;0.015703714;0.00043968;0.014824355;0.01570372;0.000439713;0.014824295;0.016014966;0.016013961; 
0.1726;0.015684849;0.000438517;0.014807814;0.015685059;0.000438696;0.014807667;0.015994328;0.015994605; 
0.1724;0.015666282;0.000437534;0.014791214;0.015666398;0.00043768;0.014791038;0.015978012;0.015975251; 
0.1722;0.015647656;0.000436699;0.014774257;0.015647739;0.000436666;0.014774407;0.015954036;0.015955898; 
0.172;0.015629029;0.000435567;0.014757895;0.01562908;0.000435652;0.014757776;0.015936437;0.015936548; 
0.1718;0.015610314;0.000434554;0.014741206;0.015610423;0.00043464;0.014741143;0.015917155;0.015917199; 
0.1716;0.015591925;0.000433719;0.014724457;0.015591767;0.000433629;0.014724509;0.015898216;0.015897853; 
0.1714;0.01557315;0.000432736;0.014707678;0.015573112;0.000432619;0.014707873;0.015877608;0.015878508; 
0.1712;0.015554345;0.000431573;0.014691198;0.015554458;0.000431611;0.014691237;0.015857357;0.015859164; 
0.171;0.015535808;0.00043056;0.014674687;0.015535805;0.000430603;0.014674599;0.015841517;0.015839823; 
0.1708;0.015517241;0.000429726;0.014657789;0.015517154;0.000429597;0.01465796;0.015819895;0.015820484; 
0.1706;0.015498257;0.000428355;0.014641547;0.015498503;0.000428592;0.01464132;0.015802729;0.015801146; 
0.1704;0.015479958;0.00042752;0.014624947;0.015479854;0.000427588;0.014624678;0.015783864;0.01578181; 
0.1702;0.015461302;0.000426686;0.0146079;0.015461205;0.000426585;0.014608035;0.015761259;0.015762476; 
0.17;0.015442526;0.000425673;0.014591181;0.015442558;0.000425583;0.014591391;0.015741038;0.015743144; 
0.1698;0.015423751;0.000424481;0.01457479;0.015423912;0.000424583;0.014574746;0.015723231;0.015723813; 
0.1696;0.015405274;0.000423616;0.014558011;0.015405266;0.000423584;0.014558099;0.015703711;0.015704485; 
0.1694;0.015386766;0.000422633;0.014541531;0.015386622;0.000422586;0.014541451;0.015686664;0.015685158; 
0.1692;0.015367842;0.000421411;0.01452502;0.01536798;0.000421589;0.014524802;0.015667874;0.015665833; 
0.169;0.015349215;0.000420547;0.014508122;0.015349338;0.000420593;0.014508152;0.015645269;0.01564651; 
0.1688;0.015330559;0.000419533;0.014491522;0.015330697;0.000419599;0.0144915;0.015627193;0.015627189; 
0.1686;0.015312231;0.000418669;0.014474893;0.015312057;0.000418605;0.014474847;0.015609491;0.01560787; 
0.1684;0.015293515;0.000417656;0.014458203;0.015293419;0.000417613;0.014458193;0.015587974;0.015588552; 
0.1682;0.01527471;0.000416613;0.014441514;0.015274782;0.000416622;0.014441538;0.0155689;0.015569236; 
0.168;0.015256232;0.000415748;0.014424765;0.015256145;0.000415632;0.014424881;0.015548068;0.015549922; 
0.1678;0.015237695;0.000414854;0.014407986;0.01523751;0.000414643;0.014408223;0.01552971;0.01553061; 
0.1676;0.0152188;0.000413483;0.014391833;0.015218876;0.000413656;0.014391564;0.015513885;0.0155113; 
0.1674;0.015200174;0.000412619;0.014374965;0.015200243;0.00041267;0.014374904;0.01549204;0.015491991; 
0.1672;0.015181518;0.000411725;0.014358067;0.015181611;0.000411685;0.014358242;0.015470538;0.015472685; 
0.167;0.015163189;0.000410861;0.014341468;0.01516298;0.000410701;0.014341579;0.015451539;0.01545338; 
0.1668;0.015144473;0.000409818;0.014324808;0.015144351;0.000409718;0.014324915;0.015432942;0.015434077; 
0.1666;0.015125668;0.000408745;0.014308149;0.015125722;0.000408736;0.01430825;0.015414688;0.015414776; 
0.1664;0.015107191;0.000407881;0.014291429;0.015107095;0.000407756;0.014291583;0.015394661;0.015395476; 
0.1662;0.015088296;0.000406629;0.014275068;0.015088468;0.000406776;0.014274915;0.015377167;0.015376179; 
0.166;0.015069729;0.000405735;0.014258259;0.015069843;0.000405798;0.014258246;0.015355724;0.015356883; 
0.1658;0.015051133;0.000404871;0.014241421;0.015051219;0.000404822;0.014241576;0.015336859;0.015337589; 
0.1656;0.015032834;0.000403977;0.014224911;0.015032596;0.000403846;0.014224904;0.015318337;0.015318297; 
0.1654;0.01501379;0.000402725;0.014208341;0.015013974;0.000402871;0.014208231;0.015300188;0.015299007; 
0.1652;0.014995402;0.00040198;0.014191413;0.014995353;0.000401898;0.014191557;0.015278059;0.015279719; 
0.165;0.014976984;0.000401116;0.014174753;0.014976733;0.000400926;0.014174882;0.015260714;0.015260432; 
0.1648;0.014958149;0.000399864;0.014158422;0.014958114;0.000399955;0.014158205;0.015241522;0.015241148; 
0.1646;0.014939612;0.00039894;0.014141732;0.014939497;0.000398985;0.014141527;0.015222716;0.015221865; 
0.1644;0.014921045;0.000398046;0.014124983;0.01492088;0.000398016;0.014124848;0.015204313;0.015202584; 
0.1642;0.014902449;0.000397122;0.014108175;0.014902265;0.000397049;0.014108168;0.015184078;0.015183305; 
0.164;0.014883435;0.00039587;0.014091694;0.014883651;0.000396082;0.014091486;0.015164259;0.015164027; 
0.1638;0.014865106;0.000395155;0.014074796;0.014865038;0.000395117;0.014074803;0.015144798;0.015144752; 
0.1636;0.014846361;0.000394231;0.014057898;0.014846426;0.000394153;0.014058119;0.01512349;0.015125478; 
0.1634;0.014827556;0.00039295;0.014041686;0.014827815;0.00039319;0.014041434;0.015109259;0.015106206; 
0.1632;0.014809108;0.000392234;0.014024639;0.014809205;0.000392229;0.014024747;0.015084285;0.015086936; 
0.163;0.014790571;0.000391311;0.01400798;0.014790596;0.000391268;0.014008059;0.015066373;0.015067668; 
0.1628;0.014772004;0.000390387;0.01399126;0.014771988;0.000390309;0.01399137;0.015048879;0.015048402; 
0.1626;0.014753407;0.000389254;0.013974869;0.014753382;0.000389351;0.01397468;0.015029508;0.015029137; 
0.1624;0.014734781;0.00038836;0.013958031;0.014734777;0.000388394;0.013957988;0.015010569;0.015009875; 
0.1622;0.014716423;0.000387615;0.013941193;0.014716172;0.000387438;0.013941295;0.014989752;0.014990614; 
0.162;0.014697319;0.000386304;0.013924682;0.014697569;0.000386484;0.013924601;0.014971572;0.014971355; 
0.1618;0.014678872;0.00038538;0.013908142;0.014678967;0.00038553;0.013907906;0.01495381;0.014952098; 
0.1616;0.014660394;0.000384605;0.013891184;0.014660366;0.000384578;0.013891209;0.01493189;0.014932842; 
0.1614;0.014641917;0.000383681;0.013874525;0.014641766;0.000383627;0.013874512;0.014914963;0.014913589; 
0.1612;0.014622963;0.000382549;0.013857835;0.014623167;0.000382677;0.013857813;0.014893818;0.014894337; 
0.161;0.014604724;0.000381804;0.013841116;0.01460457;0.000381729;0.013841112;0.014875385;0.014875087; 
0.1608;0.014586067;0.00038085;0.013824367;0.014585973;0.000380781;0.013824411;0.014855045;0.014855839; 
0.1606;0.014567381;0.000379747;0.013807917;0.014567378;0.000379835;0.013807708;0.014839771;0.014836593; 
0.1604;0.014548636;0.000378794;0.013791078;0.014548783;0.00037889;0.013791004;0.014817926;0.014817349; 
0.1602;0.014530218;0.000378019;0.01377418;0.01453019;0.000377946;0.013774298;0.014796498;0.014798106; 
0.16;0.01451174;0.000377035;0.01375764;0.014511598;0.000377003;0.013757592;0.014780107;0.014778866; 
0.1598;0.014493203;0.00037626;0.013740653;0.014493007;0.000376061;0.013740884;0.014757159;0.014759627; 
0.1596;0.014474309;0.000374979;0.013724381;0.014474417;0.000375121;0.013724175;0.014741632;0.01474039; 
0.1594;0.014455682;0.000374174;0.013707334;0.014455828;0.000374182;0.013707465;0.014719489;0.014721155; 
0.1592;0.014437413;0.000373399;0.013690585;0.01443724;0.000373244;0.013690753;0.014700088;0.014701922; 
0.159;0.014418697;0.000372237;0.013674223;0.014418654;0.000372307;0.01367404;0.014683458;0.01468269; 
0.1588;0.014399982;0.000371313;0.013657385;0.014400068;0.000371371;0.013657326;0.014664921;0.014663461; 
0.1586;0.014381534;0.000370509;0.013640517;0.014381484;0.000370436;0.013640611;0.014644417;0.014644233; 
0.1584;0.014363086;0.000369704;0.013623649;0.0143629;0.000369503;0.013623894;0.014621946;0.014625007; 
0.1582;0.014344192;0.000368542;0.013607079;0.014344318;0.000368571;0.013607177;0.014604631;0.014605783; 
0.158;0.014325655;0.000367588;0.013590449;0.014325737;0.00036764;0.013590458;0.014587808;0.014586561; 
0.1578;0.014307416;0.000366783;0.013573819;0.014307157;0.00036671;0.013573737;0.014568973;0.01456734; 
0.1576;0.014288372;0.000365621;0.01355713;0.014288578;0.000365781;0.013557016;0.014548171;0.014548122; 
0.1574;0.014270043;0.000364816;0.013540411;0.01427;0.000364854;0.013540293;0.0145302;0.014528905; 
0.1572;0.014251268;0.000363803;0.013523662;0.014251424;0.000363927;0.013523569;0.014510232;0.01450969; 
0.157;0.01423288;0.000363028;0.013506794;0.014232848;0.000363002;0.013506844;0.014490742;0.014490477; 
0.1568;0.014214045;0.000361866;0.013490343;0.014214274;0.000362078;0.013490117;0.014471623;0.014471266; 
0.1566;0.014195895;0.00036124;0.013473445;0.0141957;0.000361155;0.013473389;0.014452967;0.014452057; 
0.1564;0.014177328;0.000360406;0.013456517;0.014177128;0.000360234;0.01345666;0.014432284;0.014432849; 
0.1562;0.014158374;0.000359064;0.013440245;0.014158557;0.000359313;0.01343993;0.014416951;0.014413644; 
0.156;0.014140105;0.000358439;0.013423228;0.014139987;0.000358394;0.013423199;0.014394704;0.01439444; 
0.1558;0.014121389;0.000357425;0.013406539;0.014121418;0.000357476;0.013406466;0.014375317;0.014375238; 
0.1556;0.014103001;0.000356591;0.01338982;0.01410285;0.000356559;0.013389732;0.014358836;0.014356038; 
0.1554;0.014084226;0.000355578;0.013373041;0.014084284;0.000355643;0.013372997;0.014335412;0.01433684; 
0.1552;0.014065778;0.000354773;0.013356203;0.014065718;0.000354729;0.01335626;0.014317381;0.014317643; 
0.155;0.014047271;0.000353968;0.013339335;0.014047153;0.000353815;0.013339523;0.014297295;0.014298449; 
0.1548;0.014028317;0.000352746;0.013322824;0.01402859;0.000352903;0.013322784;0.014280129;0.014279256; 
0.1546;0.014010078;0.000351912;0.013306284;0.014010028;0.000351992;0.013306043;0.014260921;0.014260065; 
0.1544;0.013991451;0.000351107;0.013289237;0.013991467;0.000351082;0.013289302;0.014239687;0.014240876; 
0.1542;0.013973123;0.000350273;0.013272607;0.013972907;0.000350174;0.013272559;0.014223877;0.014221689; 
0.154;0.013954377;0.00034923;0.013255918;0.013954348;0.000349266;0.013255815;0.014200974;0.014202503; 
0.1538;0.013935959;0.000348395;0.013239199;0.01393579;0.00034836;0.01323907;0.014183554;0.01418332; 
0.1536;0.013917124;0.000347382;0.01322239;0.013917233;0.000347455;0.013222324;0.014166641;0.014164138; 
0.1534;0.013898617;0.000346547;0.013205552;0.013898677;0.000346551;0.013205576;0.014145079;0.014144959; 
0.1532;0.01388005;0.000345475;0.013189071;0.013880123;0.000345648;0.013188827;0.014129046;0.014125781; 
0.153;0.013861454;0.00034464;0.013172173;0.01386157;0.000344746;0.013172077;0.014108393;0.014106605; 
0.1528;0.013843185;0.000343984;0.013155216;0.013843017;0.000343846;0.013155326;0.014088172;0.01408743; 
0.1526;0.013824499;0.000342971;0.013138586;0.013824466;0.000342947;0.013138573;0.014065895;0.014068258; 
0.1524;0.013805753;0.000341898;0.013121956;0.013805916;0.000342048;0.013121819;0.014049146;0.014049087; 
0.1522;0.013787335;0.000341243;0.01310485;0.013787367;0.000341152;0.013105064;0.014027748;0.014029919; 
0.152;0.013768858;0.000340378;0.013088131;0.013768819;0.000340256;0.013088308;0.01400936;0.014010752; 
0.1518;0.01375038;0.000339335;0.01307171;0.013750272;0.000339361;0.01307155;0.013991478;0.013991587; 
0.1516;0.013731814;0.000338471;0.013054871;0.013731727;0.000338468;0.013054791;0.013974029;0.013972424; 
0.1514;0.013713217;0.000337607;0.013038003;0.013713182;0.000337576;0.013038031;0.013954479;0.013953262; 
0.1512;0.013694948;0.000336921;0.013021105;0.013694639;0.000336685;0.01302127;0.013932768;0.013934103; 
0.151;0.013676232;0.000335848;0.013004535;0.013676097;0.000335795;0.013004507;0.013914141;0.013914945; 
0.1508;0.013657516;0.000334805;0.012987906;0.013657555;0.000334906;0.012987743;0.013898629;0.01389579; 
0.1506;0.013639098;0.00033412;0.012970859;0.013639015;0.000334019;0.012970978;0.013875696;0.013876636; 
0.1504;0.013620263;0.000332838;0.012954557;0.013620476;0.000333132;0.012954212;0.013861123;0.013857484; 
0.1502;0.013601726;0.000332153;0.012937421;0.013601938;0.000332247;0.012937444;0.013836461;0.013838334; 
0.15;0.013583607;0.000331497;0.012920582;0.013583402;0.000331363;0.012920675;0.013817596;0.013819185; 
0.1498;0.01356501;0.000330633;0.012903744;0.013564866;0.00033048;0.012903905;0.013796541;0.013800039; 
0.1496;0.013546354;0.00032953;0.012887293;0.013546331;0.000329599;0.012887134;0.013781267;0.013780894; 
0.1494;0.013527638;0.000328636;0.012870365;0.013527798;0.000328718;0.012870362;0.013761136;0.013761751; 
0.1492;0.013509309;0.000327981;0.012853348;0.013509266;0.000327839;0.012853588;0.013741541;0.013742611; 
0.149;0.013490504;0.000326669;0.012837166;0.013490734;0.000326961;0.012836813;0.013725075;0.013723472; 
0.1488;0.013472027;0.000325984;0.012820089;0.013472204;0.000326084;0.012820036;0.013703722;0.013704334; 
0.1486;0.013453519;0.00032506;0.012803399;0.013453675;0.000325208;0.012803259;0.01368824;0.013685199; 
0.1484;0.01343537;0.000324553;0.012786263;0.013435148;0.000324334;0.01278648;0.013665158;0.013666066; 
0.1482;0.013416386;0.000323302;0.012769812;0.013416621;0.00032346;0.0127697;0.013647991;0.013646934; 
0.148;0.013398147;0.000322586;0.012753004;0.013398095;0.000322588;0.012752919;0.013628575;0.013627804; 
0.1478;0.013379848;0.000321871;0.012736106;0.013379571;0.000321717;0.012736137;0.013609666;0.013608676; 
